,Invoice ID,Customer type,Gender,Product line,Unit price (N),Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income (N),Rating,Rating Category
121,150-89-8043,Normal,Male,Sports and travel,16074.0,3.0,2411.1,50633.1,2019-02-14,15:04,Cash,48222.0,4.761904762,2411.1,6.2,Medium
122,135-84-8019,Normal,Female,Fashion accessories,28054.8,9.0,12624.66,265117.86,2019-02-27,16:10,Epay,252493.2,4.761904762,12624.66,7.6,Medium
123,441-94-7118,Member,Male,Electronic accessories,25902.0,1.0,1295.1,27197.1,2019-02-04,12:14,Cash,25902.0,4.761904762,1295.1,7.3,Medium
124,531-80-1784,Normal,Male,Electronic accessories,9367.2,7.0,3278.52,68848.92,2019-03-28,17:38,Cash,65570.4,4.761904762,3278.52,5.1,Medium
125,834-61-8124,Normal,Male,Electronic accessories,18608.4,7.0,6512.94,136771.74,2019-01-26,18:22,Cash,130258.8,4.761904762,6512.94,5.5,Medium
126,612-36-5536,Member,Male,Food and beverages,29145.6,8.0,11658.24,244823.04,2019-02-17,11:12,Card,233164.8,4.761904762,11658.24,7.4,Medium
127,462-67-9126,Normal,Male,Home and lifestyle,26359.2,6.0,7907.76,166062.96,2019-01-21,17:44,Cash,158155.2,4.761904762,7907.76,7.2,Medium
128,468-88-0009,Member,Male,Home and lifestyle,23738.4,4.0,4747.68,99701.28,2019-03-24,10:29,Cash,94953.6,4.761904762,4747.68,6.0,Medium
129,254-31-0042,Member,Male,Electronic accessories,7740.0,9.0,3483.0,73143.0,2019-03-06,12:46,Card,69660.0,4.761904762,3483.0,7.8,Medium
130,422-29-8786,Normal,Female,Home and lifestyle,24152.4,5.0,6038.1,126800.1,2019-01-03,16:47,Card,120762.0,4.761904762,6038.1,9.1,High
131,667-23-5919,Member,Female,Fashion accessories,34812.0,5.0,8703.0,182763.0,2019-01-14,12:52,Epay,174060.0,4.761904762,8703.0,7.0,Medium
132,289-15-7034,Member,Male,Sports and travel,29638.8,4.0,5927.76,124482.96,2019-01-11,10:37,Card,118555.2,4.761904762,5927.76,7.5,Medium
133,662-72-2873,Normal,Female,Food and beverages,14738.4,5.0,3684.6,77376.6,2019-01-06,13:58,Epay,73692.0,4.761904762,3684.6,9.9,High
134,725-56-0833,Normal,Female,Health and beauty,11635.2,10.0,5817.6,122169.6,2019-02-20,16:49,Card,116352.0,4.761904762,5817.6,10.0,High
135,563-36-9814,Member,Male,Electronic accessories,27655.2,1.0,1382.76,29037.96,2019-02-13,18:27,Epay,27655.2,4.761904762,1382.76,7.2,Medium
136,308-47-4913,Member,Female,Sports and travel,18813.6,10.0,9406.8,197542.8,2019-03-09,12:45,Card,188136.0,4.761904762,9406.8,6.2,Medium
137,885-17-6250,Normal,Female,Health and beauty,28706.4,1.0,1435.32,30141.72,2019-03-06,10:36,Epay,28706.4,4.761904762,1435.32,7.3,Medium
138,726-27-2396,Normal,Female,Health and beauty,27900.0,5.0,6975.0,146475.0,2019-01-24,20:36,Epay,139500.0,4.761904762,6975.0,4.3,Low
139,316-01-3952,Normal,Female,Food and beverages,19537.2,5.0,4884.3,102570.3,2019-03-13,14:16,Epay,97686.0,4.761904762,4884.3,4.6,Low
140,882-40-4577,Member,Male,Sports and travel,24213.6,4.0,4842.72,101697.12,2019-01-19,15:28,Card,96854.4,4.761904762,4842.72,8.0,High
141,732-67-5346,Normal,Male,Food and beverages,4964.4,5.0,1241.1,26063.1,2019-01-11,19:07,Card,24822.0,4.761904762,1241.1,7.8,Medium
142,256-08-8343,Normal,Female,Home and lifestyle,20350.8,4.0,4070.16,85473.36,2019-03-04,19:48,Epay,81403.2,4.761904762,4070.16,5.5,Medium
143,132-23-6451,Member,Male,Health and beauty,7549.2,5.0,1887.3,39633.3,2019-01-04,13:21,Cash,37746.0,4.761904762,1887.3,7.8,Medium
144,696-90-2548,Normal,Male,Sports and travel,9302.4,3.0,1395.36,29302.56,2019-03-10,18:55,Epay,27907.2,4.761904762,1395.36,6.6,Medium
145,472-15-9636,Normal,Male,Home and lifestyle,18334.8,8.0,7333.92,154012.32,2019-03-22,19:36,Epay,146678.4,4.761904762,7333.92,9.2,High
146,745-71-3520,Member,Female,Electronic accessories,9079.2,7.0,3177.72,66732.12,2019-02-04,10:23,Cash,63554.4,4.761904762,3177.72,8.2,High
147,269-10-8440,Member,Male,Health and beauty,19141.2,7.0,6699.42,140687.82,2019-01-21,18:01,Cash,133988.4,4.761904762,6699.42,8.9,High
148,325-77-6186,Member,Female,Home and lifestyle,32634.0,10.0,16317.0,342657.0,2019-03-08,10:53,Epay,326340.0,4.761904762,16317.0,7.3,Medium
149,459-50-7686,Normal,Female,Electronic accessories,8445.6,6.0,2533.68,53207.28,2019-01-13,19:14,Epay,50673.6,4.761904762,2533.68,6.4,Medium
150,345-08-4992,Normal,Male,Home and lifestyle,12236.4,6.0,3670.92,77089.32,2019-03-08,15:37,Card,73418.4,4.761904762,3670.92,7.7,Medium
151,138-17-5109,Member,Female,Home and lifestyle,32115.6,9.0,14452.02,303492.42,2019-01-15,15:42,Card,289040.4,4.761904762,14452.02,6.5,Medium
152,301-11-9629,Normal,Female,Sports and travel,6876.0,7.0,2406.6,50538.6,2019-01-15,10:43,Cash,48132.0,4.761904762,2406.6,9.7,High
153,727-17-0390,Normal,Female,Food and beverages,22899.6,5.0,5724.9,120222.9,2019-03-16,12:43,Epay,114498.0,4.761904762,5724.9,4.8,Low
154,568-88-3448,Normal,Male,Health and beauty,9000.0,1.0,450.0,9450.0,2019-03-03,15:09,Epay,9000.0,4.761904762,450.0,5.5,Medium
155,187-83-5490,Member,Male,Electronic accessories,7477.2,4.0,1495.44,31404.24,2019-01-31,13:47,Cash,29908.8,4.761904762,1495.44,4.7,Low
156,470-32-9057,Member,Male,Food and beverages,18482.4,5.0,4620.6,97032.6,2019-03-28,15:31,Card,92412.0,4.761904762,4620.6,9.1,High
157,340-21-9136,Member,Female,Sports and travel,14418.0,4.0,2883.6,60555.6,2019-01-25,11:40,Cash,57672.0,4.761904762,2883.6,9.7,High
158,405-31-3305,Member,Male,Fashion accessories,15526.8,10.0,7763.4,163031.4,2019-02-02,18:31,Card,155268.0,4.761904762,7763.4,5.5,Medium
159,676-39-6028,Member,Female,Electronic accessories,23198.4,5.0,5799.6,121791.6,2019-03-30,17:04,Cash,115992.0,4.761904762,5799.6,6.6,Medium
160,502-05-1910,Normal,Male,Health and beauty,23464.8,3.0,3519.72,73914.12,2019-02-25,20:35,Card,70394.4,4.761904762,3519.72,6.3,Medium
161,485-30-8700,Normal,Female,Sports and travel,11973.6,5.0,2993.4,62861.4,2019-03-18,16:10,Card,59868.0,4.761904762,2993.4,4.2,Low
162,575-67-1508,Normal,Male,Electronic accessories,13896.0,1.0,694.8,14590.8,2019-01-29,11:26,Epay,13896.0,4.761904762,694.8,6.7,Medium
163,674-15-9296,Normal,Male,Sports and travel,13370.4,5.0,3342.6,70194.6,2019-01-08,13:05,Epay,66852.0,4.761904762,3342.6,5.0,Medium
164,795-49-7276,Normal,Male,Fashion accessories,13374.0,4.0,2674.8,56170.8,2019-03-23,18:59,Epay,53496.0,4.761904762,2674.8,8.3,High
165,510-09-5628,Member,Female,Fashion accessories,7077.6,10.0,3538.8,74314.8,2019-03-15,18:20,Card,70776.0,4.761904762,3538.8,7.2,Medium
166,420-18-8989,Member,Female,Sports and travel,18547.2,8.0,7418.88,155796.48,2019-02-02,15:47,Cash,148377.6,4.761904762,7418.88,9.6,High
167,726-29-6793,Member,Male,Electronic accessories,8704.8,8.0,3481.92,73120.32,2019-01-28,20:54,Epay,69638.4,4.761904762,3481.92,9.8,High
168,209-61-0206,Normal,Female,Home and lifestyle,15447.6,5.0,3861.9,81099.9,2019-01-05,17:29,Epay,77238.0,4.761904762,3861.9,6.1,Medium
169,595-27-4851,Normal,Female,Fashion accessories,19540.8,7.0,6839.28,143624.88,2019-01-27,18:05,Epay,136785.6,4.761904762,6839.28,9.3,High
170,189-52-0236,Normal,Male,Electronic accessories,35838.0,7.0,12543.3,263409.3,2019-03-14,12:07,Cash,250866.0,4.761904762,12543.3,7.6,Medium
171,220-28-1851,Normal,Male,Home and lifestyle,12502.8,2.0,1250.28,26255.88,2019-03-01,18:14,Epay,25005.6,4.761904762,1250.28,9.7,High
